scope,espn_id,name,pos,status,wins,losses,skips,appearances,win_pct,dynasty_value,on_field_value,fair_value_2026,fair_value_dynasty
dynasty,4241416,Chuba Hubbard,RB,fa,3,1,0,4,75.0,50.5,39.1,64.0,64.0
dynasty,4241474,Brian Robinson,RB,active,3,1,0,4,75.0,42.9,28.9,36.0,36.0
dynasty,4372016,Jaylen Waddle,WR,active,3,1,0,4,75.0,60.6,53.3,87.0,87.0
dynasty,4890973,Ashton Jeanty,RB,rookie,3,1,0,4,75.0,55.5,34.0,92.0,92.0
dynasty,4385690,Dalton Kincaid,TE,fa,8,3,0,11,72.7,57.9,56.8,92.0,92.0
dynasty,4360689,Tyler Shough,QB,rookie,5,2,0,7,71.4,52.9,45.7,35.0,35.0
dynasty,4723086,Colston Loveland,TE,rookie,4,1,1,6,66.7,64.3,56.0,126.0,126.0
dynasty,4248528,Christian Watson,WR,active,3,3,0,6,50.0,49.0,39.5,43.0,125.0
dynasty,4242557,Colby Parkinson,TE,fa,2,2,0,4,50.0,44.3,30.2,37.0,37.0
dynasty,4360797,Tutu Atwell,WR,fa,2,2,0,4,50.0,43.5,19.5,26.0,26.0
dynasty,4038815,Rico Dowdle,RB,active,2,2,0,4,50.0,52.1,46.6,67.0,132.0
dynasty,4373678,Khalil Shakir,WR,active,2,2,0,4,50.0,57.8,42.6,79.0,156.0
dynasty,3122168,Trent Sherfield Sr.,WR,fa,2,2,0,4,50.0,29.5,11.0,0.0,0.0
dynasty,4877706,Jayden Higgins,WR,rookie,1,1,0,2,50.0,54.9,27.1,72.0,72.0
dynasty,4045163,Miles Sanders,RB,fa,1,1,0,2,50.0,26.5,21.1,0.0,0.0
dynasty,4426496,Cade Stover,TE,fa,2,3,0,5,40.0,31.0,13.1,0.0,0.0
dynasty,4568490,Rj Harvey,RB,rookie,1,2,0,3,33.3,53.3,40.0,76.0,76.0
dynasty,3930086,Dawson Knox,TE,fa,1,2,0,3,33.3,38.7,25.6,18.0,18.0
dynasty,4361741,Brock Purdy,QB,active,3,7,0,10,30.0,66.5,70.7,90.0,180.0
dynasty,4241985,JK Dobbins,RB,active,1,3,0,4,25.0,48.7,52.8,55.0,55.0
dynasty,4602667,Jaylin Lane,WR,fa,1,3,0,4,25.0,46.7,14.3,39.0,39.0
dynasty,4710341,Jarquez Hunter,RB,fa,1,4,0,5,20.0,27.0,6.0,0.0,0.0
dynasty,3127306,Dante Pettis,WR,fa,0,1,0,1,0.0,23.8,9.6,0.0,0.0
dynasty,3116407,Mason Rudolph,QB,fa,0,2,0,2,0.0,32.1,26.4,0.0,0.0
dynasty,3121422,Terry McLaurin,WR,extension,0,2,0,2,0.0,45.1,43.9,26.0,102.0
dynasty,3050481,Tanner Hudson,TE,fa,0,3,0,3,0.0,32.3,23.0,2.0,2.0
dynasty,2983509,Dare Ogunbowale,RB,fa,0,3,0,3,0.0,26.0,6.7,0.0,0.0
dynasty,4035693,Velus Jones Jr.,RB,fa,0,1,0,1,0.0,19.8,7.5,0.0,0.0
dynasty,4695193,Efton Chism III,WR,fa,0,1,0,1,0.0,37.2,12.3,7.0,7.0
dynasty,4428718,Tre Tucker,WR,active,0,1,0,1,0.0,57.1,35.3,79.0,155.0
dynasty,3916430,Nyheim Hines,RB,fa,0,1,0,1,0.0,19.3,13.0,0.0,0.0
dynasty,4039050,Devin Duvernay,WR,fa,0,2,0,2,0.0,35.0,6.4,1.0,1.0
dynasty,14163,Tyrod Taylor,QB,fa,0,2,0,2,0.0,23.8,24.2,0.0,0.0
dynasty,3039707,Mitchell Trubisky,QB,fa,0,2,0,2,0.0,25.4,17.8,0.0,0.0
dynasty,3916387,Lamar Jackson,QB,active,0,2,0,2,0.0,66.8,68.1,88.0,88.0
dynasty,4686472,Marvin Mims,WR,active,0,2,0,2,0.0,53.2,28.2,64.0,126.0
dynasty,4241479,Tua Tagovailoa,QB,fa,0,1,0,1,0.0,59.4,52.0,60.0,60.0
dynasty,4061956,Ashton Dulin,WR,fa,0,2,0,2,0.0,34.2,16.6,0.0,0.0
dynasty,4696981,cam skattebo,RB,rookie,0,2,0,2,0.0,45.9,41.5,50.0,50.0
dynasty,5097554,Kameron Johnson,WR,fa,0,1,0,1,0.0,45.5,16.3,34.0,34.0
dynasty,4596602,Brashard Smith,RB,fa,0,1,0,1,0.0,45.1,13.2,50.0,50.0
dynasty,12483,Matthew Stafford,QB,fa,0,1,1,2,0.0,57.1,63.2,43.0,43.0
dynasty,4360294,Antonio Gibson,RB,fa,0,1,0,1,0.0,31.9,23.6,5.0,5.0
dynasty,2468609,Taysom Hill,TE,active,0,2,0,2,0.0,24.6,18.5,0.0,0.0
dynasty,4569987,Jaylen Warren,RB,extension,0,1,0,1,0.0,50.9,44.5,63.0,184.0
dynasty,4428331,Rashee Rice,WR,rookie,0,3,0,3,0.0,57.2,59.8,77.0,77.0
dynasty,4427600,Terrell Jennings,RB,fa,0,4,0,4,0.0,29.5,11.9,1.0,1.0
dynasty,4427238,Dillon Gabriel,QB,fa,0,1,0,1,0.0,33.4,9.7,0.0,0.0
dynasty,4685279,Jaydon Blue,RB,rookie,0,1,0,1,0.0,27.2,8.1,0.0,0.0
dynasty,4428209,Ricky Pearsall,WR,rookie,0,1,0,1,0.0,45.3,31.0,32.0,32.0
dynasty,4569382,Jordan Whittington,WR,fa,0,1,0,1,0.0,47.3,19.6,41.0,41.0
dynasty,4429022,Kayshon Boutte,WR,active,0,2,0,2,0.0,58.3,38.5,86.0,252.0
dynasty,5083754,Ryan Flournoy,WR,fa,0,1,0,1,0.0,46.2,20.5,36.0,36.0
dynasty,4039057,Lil'Jordan Humphrey,WR,fa,0,1,0,1,0.0,35.8,13.7,3.0,3.0
dynasty,4682745,Jaylen Wright,RB,rookie,0,1,0,1,0.0,35.9,12.7,17.0,17.0
dynasty,15795,DeAndre Hopkins,WR,fa,0,2,0,2,0.0,38.1,26.7,7.0,7.0
dynasty,4690013,Rasheen Ali,RB,fa,0,2,1,3,0.0,33.9,8.1,11.0,11.0
dynasty,4043016,Dee Eskridge,WR,fa,0,0,1,1,0.0,30.1,9.5,0.0,0.0
dynasty,4429676,Tyler Goodson,RB,fa,0,3,0,3,0.0,32.5,8.7,7.0,7.0
dynasty,2576581,Chris Moore,WR,fa,0,1,0,1,0.0,29.6,20.2,0.0,0.0
dynasty,2991662,Mack Hollins,WR,fa,0,3,0,3,0.0,42.6,34.7,19.0,19.0
dynasty,4362452,Jaret Patterson,RB,fa,0,1,0,1,0.0,26.6,16.6,0.0,0.0
dynasty,4426338,B. Nix,QB,active,0,2,0,2,0.0,65.0,56.0,84.0,84.0
dynasty,4430191,Skyy Moore,WR,fa,0,1,0,1,0.0,42.7,13.2,24.0,24.0
dynasty,4360967,Brevyn Spann-Ford,TE,fa,0,3,0,3,0.0,34.9,12.7,8.0,8.0
dynasty,4241961,Connor Heyward,TE,fa,0,3,0,3,0.0,32.2,11.7,2.0,2.0
dynasty,3115306,Josh Reynolds,WR,fa,0,2,0,2,0.0,25.9,19.0,0.0,0.0
dynasty,4429096,Blake Corum,RB,fa,0,1,0,1,0.0,45.3,21.3,48.0,48.0
dynasty,4367209,Greg Dulcich,TE,fa,0,2,0,2,0.0,40.1,34.5,24.0,24.0
dynasty,4360086,Josh Whyle,TE,fa,0,1,0,1,0.0,28.9,10.5,0.0,0.0
dynasty,4596439,Dominic Lovett,WR,fa,0,1,0,1,0.0,42.0,10.2,22.0,22.0
dynasty,3116365,Mark Andrews,TE,active,0,1,0,1,0.0,52.2,56.3,59.0,59.0
dynasty,4239944,Hunter Long,TE,fa,0,1,0,1,0.0,26.6,16.2,0.0,0.0
dynasty,4372019,Jerome Ford,RB,active,0,1,0,1,0.0,36.0,18.3,15.0,15.0
dynasty,4429615,Zay Flowers,WR,rookie,0,2,0,2,0.0,67.9,56.5,125.0,125.0
dynasty,4368003,Andrei Iosivas,WR,fa,0,2,0,2,0.0,52.9,26.1,62.0,62.0
dynasty,3054212,Jonnu Smith,TE,fa,0,1,0,1,0.0,45.8,41.4,39.0,39.0
dynasty,4243003,Ronnie Rivers,RB,fa,0,2,0,2,0.0,29.2,12.1,0.0,0.0
dynasty,4428796,Casey Washington,WR,fa,0,3,0,3,0.0,31.2,8.0,0.0,0.0
dynasty,3676833,KaVontae Turpin,WR,fa,0,1,0,1,0.0,42.1,26.5,19.0,19.0
dynasty,3059915,Kareem Hunt,RB,fa,0,2,0,2,0.0,41.9,33.3,31.0,31.0
dynasty,4429059,Woody Marks,RB,rookie,0,1,0,1,0.0,47.3,31.0,53.0,53.0
dynasty,4605841,Nathan Carter,RB,fa,0,4,0,4,0.0,31.2,11.6,4.0,4.0
dynasty,3123075,Braxton Berrios,WR,fa,0,1,0,1,0.0,25.1,18.3,0.0,0.0
dynasty,4362478,Emari Demercado,RB,fa,0,1,0,1,0.0,39.3,22.3,26.0,26.0
dynasty,4258595,Cole Kmet,TE,fa,0,3,0,3,0.0,48.3,36.7,52.0,52.0
dynasty,4426553,Davis Allen,TE,fa,0,1,0,1,0.0,37.8,15.4,17.0,17.0
dynasty,4242512,Malik Willis,QB,fa,0,1,0,1,0.0,37.8,33.3,0.0,0.0
dynasty,4428557,Tyjae Spears,RB,rookie,0,1,0,1,0.0,43.1,27.0,39.0,39.0
dynasty,4366963,Dylan Laube,RB,fa,0,2,0,2,0.0,29.5,3.1,1.0,1.0
dynasty,4430539,Brenton Strange,TE,fa,0,2,0,2,0.0,52.3,43.6,70.0,70.0
dynasty,3149687,Chris Brooks,RB,fa,0,2,0,2,0.0,38.4,10.8,24.0,24.0
dynasty,4249417,Jalen Tolbert,WR,fa,0,1,0,1,0.0,47.0,23.2,38.0,38.0
dynasty,4701936,Matthew Golden,WR,rookie,0,3,0,3,0.0,57.7,36.0,84.0,84.0
dynasty,16002,Kyle Juszczyk,RB,fa,0,4,0,4,0.0,30.8,17.0,2.0,2.0
dynasty,4360763,Brycen Tremayne,WR,fa,0,3,0,3,0.0,46.1,15.4,35.0,35.0
dynasty,4424106,Gunner Olszewski,WR,fa,0,1,0,1,0.0,30.8,9.6,0.0,0.0
dynasty,4429275,Trey Benson,RB,fa,0,2,0,2,0.0,40.2,31.0,31.0,31.0
dynasty,4432731,Moliki Matavao,TE,fa,0,2,0,2,0.0,23.0,1.1,0.0,0.0
dynasty,3049698,Anthony Firkser,TE,fa,0,2,0,2,0.0,16.5,12.5,0.0,0.0
dynasty,4039160,Kylen Granson,TE,fa,0,1,0,1,0.0,32.1,9.4,2.0,2.0
dynasty,3116389,Samaje Perine,RB,fa,0,1,0,1,0.0,37.4,22.8,18.0,18.0
dynasty,4361516,Daniel Bellinger,TE,fa,0,3,0,3,0.0,41.5,22.8,29.0,29.0
dynasty,4889929,Quinn Ewers,QB,fa,0,3,0,3,0.0,24.6,6.0,0.0,0.0
dynasty,4035020,Charlie Woerner,TE,fa,0,3,0,3,0.0,27.1,5.8,0.0,0.0
dynasty,4430637,Ja'lynn Polk,WR,rookie,0,2,0,2,0.0,24.8,0.8,0.0,0.0
dynasty,4432620,Parker Washington,WR,active,0,2,0,2,0.0,53.5,29.0,65.0,191.0
dynasty,3911853,Adam Trautman,TE,fa,0,2,0,2,0.0,36.2,20.1,11.0,11.0
dynasty,3052897,Durham Smythe,TE,fa,0,2,0,2,0.0,26.7,8.8,0.0,0.0
dynasty,4877203,Gage Larvadain,WR,fa,0,2,0,2,0.0,41.7,7.2,21.0,21.0
dynasty,4432577,CJ Stroud,QB,rookie,0,2,0,2,0.0,62.4,52.7,74.0,74.0
dynasty,3126997,Tom Kennedy,WR,fa,0,1,0,1,0.0,25.3,18.9,0.0,0.0
dynasty,4372096,Luke Schoonmaker,TE,fa,0,1,0,1,0.0,35.8,15.0,10.0,10.0
dynasty,4429939,Jawhar Jordan,RB,fa,0,1,0,1,0.0,25.3,17.7,0.0,0.0
dynasty,3139602,D'Ernest Johnson,RB,fa,0,2,0,2,0.0,19.1,2.8,0.0,0.0
dynasty,14881,Russell Wilson,QB,fa,0,3,0,3,0.0,33.5,36.4,0.0,0.0
dynasty,4430802,Darnell Washington,TE,fa,0,2,0,2,0.0,46.2,28.0,46.0,46.0
dynasty,4401805,Dareke Young,WR,fa,0,1,0,1,0.0,30.2,8.4,0.0,0.0
dynasty,4711533,Ollie Gordon II,RB,fa,0,2,0,2,0.0,45.3,11.1,51.0,51.0
dynasty,4685415,Travis Hunter,WR,rookie,0,2,0,2,0.0,44.1,27.6,29.0,29.0
dynasty,4035537,Kene Nwangwu,RB,fa,0,1,0,1,0.0,24.9,9.1,0.0,0.0
dynasty,4363551,Dylan Drummond,WR,fa,0,3,0,3,0.0,32.4,5.1,0.0,0.0
dynasty,4047365,Josh Jacobs,RB,extension,0,1,0,1,0.0,55.7,56.2,79.0,233.0
dynasty,4686422,Xavier Hutchinson,WR,fa,0,2,0,2,0.0,47.0,17.1,39.0,39.0
dynasty,3916433,Jakobi Meyers,WR,active,0,2,0,2,0.0,51.9,45.7,50.0,50.0
dynasty,4688813,Josh Downs,WR,rookie,0,2,0,2,0.0,55.4,33.7,72.0,72.0
dynasty,4429501,Ray Davis,RB,fa,0,1,0,1,0.0,43.1,19.9,39.0,39.0
dynasty,4882093,Bayshul Tuten,RB,rookie,0,2,0,2,0.0,44.8,23.8,46.0,46.0
dynasty,4362748,Tyler Badie,RB,fa,0,2,0,2,0.0,30.9,11.9,3.0,3.0
dynasty,3886598,J Jennings,WR,extension,0,1,0,1,0.0,49.7,40.8,43.0,125.0
dynasty,4036335,Cedrick Wilson Jr.,WR,fa,0,3,0,3,0.0,29.3,12.7,0.0,0.0
dynasty,3929785,Nick Westbrook-Ikhine,WR,fa,0,2,0,2,0.0,41.0,20.7,16.0,16.0
dynasty,4012556,C.J. Ham,RB,fa,0,3,0,3,0.0,17.7,4.3,0.0,0.0
dynasty,4430870,KeAndre Lambert-Smith,WR,fa,0,2,0,2,0.0,35.2,3.8,2.0,2.0
dynasty,11394,Josh Johnson,QB,fa,0,1,0,1,0.0,17.8,21.2,0.0,0.0
dynasty,4710855,Konata Mumpfield,WR,fa,0,2,0,2,0.0,46.0,8.7,36.0,36.0
dynasty,2580216,DeAndre Carter,WR,fa,0,1,0,1,0.0,17.0,13.1,0.0,0.0
dynasty,4569559,Devaughn Vele,WR,fa,0,1,0,1,0.0,41.4,18.7,18.0,18.0
dynasty,3120348,JuJu Smith-Schuster,WR,fa,0,1,0,1,0.0,44.0,25.7,26.0,26.0
dynasty,4612826,Ladd McConkey,WR,rookie,0,2,0,2,0.0,65.8,50.6,119.0,119.0
dynasty,4429205,Jordan Addison,WR,rookie,0,1,0,1,0.0,56.6,36.1,78.0,78.0
dynasty,3914397,Scotty Miller,WR,fa,0,2,0,2,0.0,30.9,9.2,0.0,0.0
dynasty,4567048,Kenneth Walker III,RB,extension,0,1,0,1,0.0,57.1,51.1,90.0,263.0
dynasty,4431299,Rome Odunze,WR,rookie,0,2,0,2,0.0,57.8,39.3,84.0,84.0
dynasty,15835,Zach Ertz,TE,fa,0,2,0,2,0.0,41.7,45.9,24.0,24.0
dynasty,3843945,Foster Moreau,TE,fa,0,4,0,4,0.0,32.6,20.7,3.0,3.0
dynasty,4036133,TJ Hockenson,TE,extension,0,1,0,1,0.0,48.9,50.0,50.0,147.0
dynasty,4635008,Keon Coleman,WR,rookie,0,2,0,2,0.0,55.7,34.3,76.0,76.0
dynasty,4685247,Braelon Allen,RB,active,0,1,0,1,0.0,32.7,13.5,8.0,23.0
dynasty,4569618,Garrett Wilson,WR,active,0,1,0,1,0.0,52.1,40.6,57.0,57.0
dynasty,4690070,Mitchell Tinsley,WR,fa,0,2,0,2,0.0,41.2,4.9,18.0,18.0
dynasty,4242558,Tucker Fisk,TE,fa,0,3,0,3,0.0,25.3,5.5,0.0,0.0
dynasty,4430871,Sean Tucker,RB,active,0,2,0,2,0.0,43.6,23.1,41.0,157.0
dynasty,4608810,Tez Johnson,WR,fa,0,2,0,2,0.0,52.7,23.5,63.0,63.0
dynasty,3917668,Alec Ingold,RB,fa,0,1,0,1,0.0,26.3,6.0,0.0,0.0
dynasty,4686728,Gunnar Helm,TE,fa,0,2,0,2,0.0,51.1,31.2,67.0,67.0
dynasty,3128720,Nick Chubb,RB,fa,0,3,0,3,0.0,39.5,34.1,24.0,24.0
dynasty,3915416,DJ Moore,WR,extension,0,1,0,1,0.0,52.5,43.2,52.0,201.0
dynasty,4383440,Nate Adkins,TE,fa,0,3,0,3,0.0,28.4,11.8,0.0,0.0
dynasty,3045523,Kendrick Bourne,WR,fa,0,2,0,2,0.0,41.6,30.9,17.0,17.0
dynasty,4360761,Michael Wilson,WR,fa,0,1,0,1,0.0,59.8,39.2,91.0,91.0
dynasty,4573697,Mason Tipton,WR,fa,0,2,0,2,0.0,38.8,5.8,11.0,11.0
dynasty,2576980,Marcus Mariota,QB,fa,0,3,0,3,0.0,43.1,40.8,4.0,4.0
dynasty,4678008,Jonathan Brooks,RB,rookie,0,1,0,1,0.0,29.1,14.5,0.0,0.0
dynasty,4572680,Tucker Kraft,TE,active,0,1,0,1,0.0,67.4,81.1,132.0,132.0
dynasty,4575131,Jacory Croskey-Merritt,RB,fa,0,2,0,2,0.0,51.0,30.0,70.0,70.0
dynasty,3915411,Ty Johnson,RB,fa,0,1,0,1,0.0,40.7,24.1,29.0,29.0
dynasty,4426844,Elijah Higgins,TE,fa,0,4,0,4,0.0,41.1,17.1,27.0,27.0
dynasty,4241464,Mac Jones,QB,fa,0,1,0,1,0.0,51.2,42.0,29.0,29.0
dynasty,4035538,David Montgomery,RB,fa,0,1,0,1,0.0,54.0,50.9,74.0,74.0
dynasty,4239996,Travis Etienne Jr.,RB,fa,0,1,0,1,0.0,54.6,44.7,80.0,80.0
dynasty,4250764,Stone Smartt,TE,fa,0,1,0,1,0.0,30.6,9.5,0.0,0.0
dynasty,3121409,Noah Brown,WR,fa,0,1,0,1,0.0,26.3,17.5,0.0,0.0
dynasty,4430968,Kimani Vidal,RB,fa,0,1,0,1,0.0,46.7,30.8,54.0,54.0
dynasty,4242540,Isaiah Hodgins,WR,fa,0,1,0,1,0.0,35.3,19.0,2.0,2.0
dynasty,4599739,Kendre Miller,RB,fa,0,1,0,1,0.0,34.1,17.6,12.0,12.0
dynasty,4372026,Cameron Latu,TE,fa,0,1,0,1,0.0,31.8,4.3,1.0,1.0
dynasty,4682652,Devin Neal,RB,active,0,1,0,1,0.0,38.1,17.2,24.0,24.0
dynasty,4241401,Trey Sermon,RB,fa,0,2,0,2,0.0,22.5,8.1,0.0,0.0
dynasty,4613104,Malachi Corley,WR,fa,0,3,0,3,0.0,38.0,5.9,9.0,9.0
dynasty,4685278,Luther Burden III,WR,rookie,0,1,0,1,0.0,54.6,28.3,71.0,71.0
dynasty,4608362,Shane Zylstra,TE,fa,0,3,0,3,0.0,15.1,4.8,0.0,0.0
dynasty,4057082,Mason Kinsey,WR,fa,0,1,0,1,0.0,27.3,6.1,0.0,0.0
dynasty,15818,Keenan Allen,WR,fa,0,3,0,3,0.0,47.3,44.9,32.0,32.0
dynasty,4428678,Jamari Thrash,WR,fa,0,2,0,2,0.0,34.6,8.4,1.0,1.0
dynasty,4240021,Cam Akers,RB,fa,0,1,0,1,0.0,27.6,13.6,0.0,0.0
dynasty,3917792,Daniel Jones,QB,active,0,1,0,1,0.0,54.3,50.3,39.0,39.0
dynasty,4372561,Isaac Guerendo,RB,fa,0,1,0,1,0.0,37.9,15.2,22.0,22.0
dynasty,4361372,Jeremy Ruckert,TE,fa,0,1,0,1,0.0,40.0,19.6,24.0,24.0
dynasty,4362921,Tyquan Thornton,WR,fa,0,1,0,1,0.0,44.7,21.8,30.0,30.0
dynasty,3917315,Kyler Murray,QB,fa,0,1,0,1,0.0,48.9,48.5,21.0,21.0
dynasty,3916148,Tony Pollard,RB,active,0,1,0,1,0.0,48.9,42.9,54.0,54.0
dynasty,4212909,David Moore,WR,fa,0,2,0,2,0.0,21.0,11.3,0.0,0.0
dynasty,16460,Adam Thielen,WR,fa,0,5,0,5,0.0,34.0,24.6,0.0,0.0
dynasty,4361529,Isaiah Pacheco,RB,extension,0,2,0,2,0.0,38.6,28.4,23.0,66.0
dynasty,4430656,Myles Price,WR,fa,0,1,0,1,0.0,46.5,12.3,38.0,38.0
dynasty,3059722,Zay Jones,WR,fa,0,1,0,1,0.0,26.1,16.7,0.0,0.0
dynasty,4241463,Jerry Jeudy,WR,active,0,1,0,1,0.0,50.6,31.0,49.0,96.0
dynasty,4567096,John Metchie III,WR,fa,0,2,0,2,0.0,45.6,17.7,34.0,34.0
dynasty,4431268,Chimere Dike,WR,active,0,2,0,2,0.0,53.1,25.7,63.0,184.0
dynasty,4597500,Adonai Mitchell,WR,active,0,1,0,1,0.0,47.3,14.5,40.0,157.0
dynasty,16731,Brandin Cooks,WR,fa,0,1,0,1,0.0,35.9,23.6,3.0,3.0
dynasty,4722908,Drew Ogletree,TE,fa,0,1,0,1,0.0,31.7,12.2,1.0,1.0
dynasty,4567156,Treylon Burks,WR,fa,0,2,0,2,0.0,34.3,12.1,0.0,0.0
dynasty,3126486,Deebo Samuel,WR,fa,0,2,0,2,0.0,54.9,48.5,62.0,62.0
dynasty,4431459,Tyler Warren,TE,rookie,0,0,1,1,0.0,71.3,71.1,155.0,155.0
dynasty,4045305,Ian Thomas,TE,fa,0,1,0,1,0.0,26.9,14.6,0.0,0.0
dynasty,4360423,Michael Penix,QB,rookie,0,2,0,2,0.0,39.2,27.0,0.0,0.0
dynasty,4883647,Elic Ayomanor,WR,fa,0,1,0,1,0.0,52.5,22.2,63.0,63.0
dynasty,4036378,Jordan Love,QB,fa,0,1,0,1,0.0,67.9,63.4,97.0,97.0
dynasty,4242392,Brock Wright,TE,fa,0,1,0,1,0.0,34.3,20.8,7.0,7.0
dynasty,4383396,Hunter Luepke,RB,fa,0,2,0,2,0.0,39.5,14.8,27.0,27.0
dynasty,4040655,Darnell Mooney,WR,active,0,2,0,2,0.0,43.5,27.3,23.0,23.0
dynasty,4565185,Tai Felton,WR,fa,0,1,0,1,0.0,45.1,7.1,33.0,33.0
dynasty,4386544,Xavier Smith,WR,fa,0,3,0,3,0.0,39.2,16.8,12.0,12.0
dynasty,4695883,Jalen Coker,WR,active,0,1,0,1,0.0,48.0,27.9,42.0,42.0
dynasty,4567506,Tahj Washington,WR,fa,0,1,0,1,0.0,28.0,1.9,0.0,0.0
dynasty,4596334,Keaton Mitchell,RB,fa,0,2,0,2,0.0,41.9,22.5,37.0,37.0
dynasty,2573079,Carson Wentz,QB,fa,0,2,0,2,0.0,33.8,36.5,0.0,0.0
dynasty,11252,Joe Flacco,QB,fa,0,1,0,1,0.0,22.9,15.4,0.0,0.0
dynasty,3926231,Britain Covey,WR,fa,0,1,0,1,0.0,24.8,12.3,0.0,0.0
dynasty,4569609,Evan Hull,RB,fa,0,1,0,1,0.0,23.1,2.8,0.0,0.0
dynasty,4243389,Calvin Austin III,WR,fa,0,1,0,1,0.0,47.1,22.2,38.0,38.0
dynasty,4239993,Tee Higgins,WR,extension,0,1,0,1,0.0,56.0,46.9,69.0,263.0
dynasty,3054850,Alvin Kamara,RB,fa,0,1,0,1,0.0,41.6,39.8,30.0,30.0
dynasty,4241476,Tyrell Shavers,WR,fa,0,2,0,2,0.0,40.9,16.1,17.0,17.0
dynasty,4685472,Tet McMillain,WR,rookie,0,0,1,1,0.0,67.4,49.2,129.0,129.0
dynasty,4429023,Marshawn Lloyd,RB,rookie,0,1,0,1,0.0,20.0,7.1,0.0,0.0
dynasty,4430034,Xavier Legette,WR,fa,0,1,0,1,0.0,50.4,22.5,53.0,53.0
dynasty,4039505,Reggie Gilliam,RB,fa,0,1,0,1,0.0,26.4,9.3,0.0,0.0
dynasty,4429013,Tank Bigsby,RB,fa,0,1,0,1,0.0,45.2,17.3,49.0,49.0
dynasty,3116406,Tyreek Hill,WR,extension,0,1,0,1,0.0,41.1,50.6,15.0,44.0
dynasty,4429299,Tahj Brooks,RB,fa,0,2,0,2,0.0,38.6,5.8,26.0,26.0
dynasty,4361777,Zamir White,RB,fa,0,1,0,1,0.0,23.1,3.8,0.0,0.0
dynasty,4911851,LeQuint Allen Jr.,RB,fa,0,1,0,1,0.0,44.5,9.7,48.0,48.0
dynasty,4808839,Isaiah Bond,WR,fa,0,1,0,1,0.0,44.8,7.4,32.0,32.0
dynasty,3127292,Will Dissly,TE,fa,0,2,0,2,0.0,31.1,23.8,0.0,0.0
dynasty,3929914,Adam Prentice,RB,fa,0,1,0,1,0.0,24.6,4.8,0.0,0.0
dynasty,4241424,Tylan Wallace,WR,fa,0,1,0,1,0.0,36.4,9.6,4.0,4.0
dynasty,3921690,Josh Oliver,TE,fa,0,1,0,1,0.0,36.4,24.1,11.0,11.0
dynasty,4369466,Ryan Miller,WR,fa,0,1,0,1,0.0,39.2,7.7,12.0,12.0
dynasty,4362887,Justin Fields,QB,fa,0,1,0,1,0.0,51.7,45.9,31.0,31.0
dynasty,4696700,Tip Reiman,TE,fa,0,1,0,1,0.0,23.0,6.9,0.0,0.0
dynasty,15847,Travis Kelce,TE,fa,0,2,0,2,0.0,62.0,78.6,91.0,91.0
dynasty,4678006,Elijah Arroyo,TE,rookie,0,1,0,1,0.0,37.3,13.7,16.0,16.0
dynasty,4431588,Ja'Tavion Sanders,TE,fa,0,2,0,2,0.0,44.6,23.2,41.0,41.0
dynasty,4427366,Breece Hall,RB,active,0,1,0,1,0.0,65.0,61.6,125.0,125.0
dynasty,4239934,AJ Dillon,RB,fa,0,1,0,1,0.0,28.6,22.1,0.0,0.0
dynasty,4567750,Emeka Egbuka,WR,rookie,0,0,1,1,0.0,63.4,42.8,109.0,109.0
dynasty,4373626,Tyler Allgeier,RB,active,0,3,0,3,0.0,44.2,26.2,41.0,120.0
dynasty,4429684,Anthony Gould,WR,fa,0,1,0,1,0.0,36.1,9.9,4.0,4.0
dynasty,16800,Davante Adams,WR,fa,0,2,0,2,0.0,49.8,50.1,40.0,40.0
dynasty,4372780,Tommy Tremble,TE,fa,0,1,0,1,0.0,42.4,24.5,31.0,31.0
dynasty,4360438,Brandon Aiyuk,WR,active,0,1,0,1,0.0,42.9,49.0,22.0,22.0
dynasty,3916945,Darius Slayton,WR,fa,0,1,0,1,0.0,47.0,30.2,35.0,35.0
dynasty,2576925,Darren Waller,TE,fa,0,1,0,1,0.0,41.1,55.3,23.0,23.0
dynasty,4241263,Charlie Kolar,TE,fa,0,2,0,2,0.0,35.6,18.1,10.0,10.0
dynasty,4887558,Emanuel Wilson,RB,fa,0,2,0,2,0.0,43.8,24.2,40.0,40.0
dynasty,4361100,Jack Westover,TE,fa,0,1,0,1,0.0,31.6,3.6,1.0,1.0
dynasty,4241374,Grant Calcaterra,TE,fa,0,1,0,1,0.0,34.2,15.5,6.0,6.0
dynasty,4685720,Bryce Young,QB,fa,0,1,0,1,0.0,47.4,24.1,16.0,16.0
dynasty,4426348,Jayden Daniels,QB,rookie,0,1,0,1,0.0,53.6,50.0,38.0,38.0
dynasty,4240603,Malik Davis,RB,fa,0,2,0,2,0.0,31.2,14.9,4.0,4.0
dynasty,4686612,Tre Harris,WR,rookie,0,1,0,1,0.0,49.7,19.0,49.0,49.0
dynasty,3051876,Evan Engram,TE,fa,0,2,0,2,0.0,44.7,43.5,35.0,35.0
dynasty,5082630,Jalen Royals,WR,fa,0,1,0,1,0.0,36.0,11.5,4.0,4.0
dynasty,4259545,DeAndre Swift,RB,active,0,1,0,1,0.0,58.4,56.9,91.0,91.0
dynasty,4691688,Robbie Ouzts,RB,fa,0,1,0,1,0.0,35.7,4.9,17.0,17.0
dynasty,4372758,Kevin Austin Jr.,WR,fa,0,1,0,1,0.0,33.8,10.1,0.0,0.0
